n.uniprot,n.name,n.description,n.match_community,n.normal_community,n.primary_community,n.match_degree,n.normal_degree,n.primary_degree,n.pagerank_match,n.pagerank_normal,n.pagerank_primary
Q14185,DOCK1,dedicator of cytokinesis 1 [Source:HGNC Symbol;Acc:HGNC:2987],3,3,6,29,362,14,1.3652024999999999,1.8113504999999999,1.0928370000000005
Q9ULH0,KIDINS220,kinase D interacting substrate 220 [Source:HGNC Symbol;Acc:HGNC:29508],3,4,4,127,43,66,4.231547,0.9326120000000002,4.144234999999999
P11182,DBT,dihydrolipoamide branched chain transacylase E2 [Source:HGNC Symbol;Acc:HGNC:2698],3,1,4,15,8,2,0.8741065000000001,0.6926910000000002,0.5633039999999999
Q9C0E2,XPO4,exportin 4 [Source:HGNC Symbol;Acc:HGNC:17796],3,4,4,162,47,48,5.329016,0.9016974999999999,2.6150340000000005
Q15648,MED1,mediator complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:9234],3,4,4,192,259,81,6.216076000000001,4.150576,4.710904499999999
Q9H1A4,ANAPC1,anaphase promoting complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:19988],3,4,4,79,75,32,2.885759,1.2443580000000003,1.9699094999999995
Q6ZWE6,PLEKHM3,pleckstrin homology domain containing M3 [Source:HGNC Symbol;Acc:HGNC:34006],3,4,4,32,1,30,1.383095,0.169414,1.6854995000000004
Q709C8,VPS13C,vacuolar protein sorting 13 homolog C [Source:HGNC Symbol;Acc:HGNC:23594],3,3,4,123,231,34,3.9141654999999993,1.7236219999999998,1.9109705000000001
Q70CQ2,USP34,ubiquitin specific peptidase 34 [Source:HGNC Symbol;Acc:HGNC:20066],3,4,4,223,158,133,7.3245355,2.7763809999999993,7.670307000000001
O75122,CLASP2,cytoplasmic linker associated protein 2 [Source:HGNC Symbol;Acc:HGNC:17078],3,4,4,204,2,12,6.9742505,0.18443350000000006,1.2678605
Q9NYV4,CDK12,cyclin dependent kinase 12 [Source:HGNC Symbol;Acc:HGNC:24224],3,4,4,138,72,52,4.6748475,1.297976,3.0548155
Q9NZM3,ITSN2,intersectin 2 [Source:HGNC Symbol;Acc:HGNC:6184],3,4,4,182,86,25,5.988990000000001,1.5519135,1.5470175000000002
Q9Y6D5,ARFGEF2,ADP ribosylation factor guanine nucleotide exchange factor 2 [Source:HGNC Symbol;Acc:HGNC:15853],3,4,4,52,74,13,1.774452,1.5608979999999997,0.9257100000000001
Q6ZS30,NBEAL1,neurobeachin like 1 [Source:HGNC Symbol;Acc:HGNC:20681],3,4,4,118,68,54,3.728287499999999,1.5661510000000003,2.9146335000000003
Q6IQ55,TTBK2,tau tubulin kinase 2 [Source:HGNC Symbol;Acc:HGNC:19141],3,4,null,120,84,0,3.8053485000000005,1.6961245,0.15000000000000002
P86452,ZBED6,zinc finger BED-type containing 6 [Source:HGNC Symbol;Acc:HGNC:33273],3,4,4,152,50,55,4.946830500000001,1.0327590000000002,3.0504719999999996
P49116,NR2C2,nuclear receptor subfamily 2 group C member 2 [Source:HGNC Symbol;Acc:HGNC:7972],3,4,4,99,98,2,3.264680499999999,1.9455145000000003,0.8123284999999999
Q76L83,ASXL2,ASXL transcriptional regulator 2 [Source:HGNC Symbol;Acc:HGNC:23805],3,4,4,164,115,85,5.340873500000001,2.0469874999999997,4.872974000000001
Q9Y2I7,PIKFYVE,"phosphoinositide kinase, FYVE-type zinc finger containing [Source:HGNC Symbol;Acc:HGNC:23785]",3,4,4,71,44,30,2.567485,1.473382,1.9904030000000004
Q9NVR0,KLHL11,kelch like family member 11 [Source:HGNC Symbol;Acc:HGNC:19008],3,4,4,71,29,33,2.4918520000000006,0.6751980000000001,1.8294130000000004
Q9Y6H6,KCNE3,potassium voltage-gated channel subfamily E regulatory subunit 3 [Source:HGNC Symbol;Acc:HGNC:6243],7,5,6,2,174,1,0.8822580000000001,0.6459325,0.191327
Q6KF10,GDF6,growth differentiation factor 6 [Source:HGNC Symbol;Acc:HGNC:4221],7,7,7,2,1,2,1.077843,0.9667224999999998,1.4079830000000002
O95936,EOMES,eomesodermin [Source:HGNC Symbol;Acc:HGNC:3372],8,8,8,91,80,72,1.8873064999999998,0.7418294999999998,1.5952465
Q9HCU9,BRMS1,BRMS1 transcriptional repressor and anoikis regulator [Source:HGNC Symbol;Acc:HGNC:17262],0,1,null,7,37,0,0.6001940000000001,0.9843175000000005,0.15000000000000002
O75380,NDUFS6,NADH:ubiquinone oxidoreductase subunit S6 [Source:HGNC Symbol;Acc:HGNC:7713],0,1,null,25,40,0,2.1228075,1.3690529999999999,0.15000000000000002
Q3ZCQ8,TIMM50,translocase of inner mitochondrial membrane 50 [Source:HGNC Symbol;Acc:HGNC:23656],0,null,9,2,0,1,0.3272590000000002,0.15000000000000002,0.9667224999999998
P52815,MRPL12,mitochondrial ribosomal protein L12 [Source:HGNC Symbol;Acc:HGNC:10378],0,1,0,41,16,10,3.171180499999999,0.7485700000000002,1.3021325000000001
Q9H0F6,SHARPIN,SHANK associated RH domain interactor [Source:HGNC Symbol;Acc:HGNC:25321],0,1,10,5,2,1,1.0817615000000005,0.5357214999999999,0.9667224999999998
P42285,MTREX,Mtr4 exosome RNA helicase [Source:HGNC Symbol;Acc:HGNC:18734],3,4,4,12,102,11,1.1264119999999997,1.5421810000000002,1.9074854999999997
Q969S9,GFM2,G elongation factor mitochondrial 2 [Source:HGNC Symbol;Acc:HGNC:29682],3,2,4,2,13,1,0.3704985,0.335963,0.4310695
O95168,NDUFB4,NADH:ubiquinone oxidoreductase subunit B4 [Source:HGNC Symbol;Acc:HGNC:7699],9,1,null,1,59,0,0.9667224999999998,1.59585,0.15000000000000002
Q9NVP2,ASF1B,anti-silencing function 1B histone chaperone [Source:HGNC Symbol;Acc:HGNC:20996],10,8,11,18,13,16,0.8383385,0.7457735000000001,1.0686970000000002
O75419,CDC45,cell division cycle 45 [Source:HGNC Symbol;Acc:HGNC:1739],10,8,11,25,7,11,1.2161889999999997,0.5014665,0.7854005000000001
O43379,WDR62,WD repeat domain 62 [Source:HGNC Symbol;Acc:HGNC:24502],10,null,11,13,0,2,0.5107825000000001,0.15000000000000002,0.23160850000000008
P53350,PLK1,polo like kinase 1 [Source:HGNC Symbol;Acc:HGNC:9077],10,null,11,45,0,33,1.4130829999999999,0.15000000000000002,1.1958314999999997
P04183,TK1,thymidine kinase 1 [Source:HGNC Symbol;Acc:HGNC:11830],10,0,11,12,25,1,0.7764500000000001,0.31455150000000015,0.20648249999999999
Q12834,CDC20,cell division cycle 20 [Source:HGNC Symbol;Acc:HGNC:1723],10,null,11,37,0,31,1.1767574999999997,0.15000000000000002,1.1421625000000002
Q8NCD3,HJURP,Holliday junction recognition protein [Source:HGNC Symbol;Acc:HGNC:25444],10,8,11,57,24,46,1.7780814999999999,1.439059,1.6201940000000001
P10244,MYBL2,MYB proto-oncogene like 2 [Source:HGNC Symbol;Acc:HGNC:7548],10,8,11,44,35,25,1.492813,1.3918584999999994,0.9599310000000001
O00762,UBE2C,ubiquitin conjugating enzyme E2 C [Source:HGNC Symbol;Acc:HGNC:15937],10,8,11,28,20,22,0.9649120000000002,1.1170280000000004,0.8634900000000002
Q96FF9,CDCA5,cell division cycle associated 5 [Source:HGNC Symbol;Acc:HGNC:14626],10,8,11,51,11,40,1.6110904999999998,0.5527895,1.46393
Q12815,TROAP,trophinin associated protein [Source:HGNC Symbol;Acc:HGNC:12327],10,null,11,41,0,12,1.3399914999999998,0.15000000000000002,0.6362595
Q86Y91,KIF18B,kinesin family member 18B [Source:HGNC Symbol;Acc:HGNC:27102],10,8,11,58,6,36,1.8115205000000003,0.42608,1.5702734999999999
Q9NSP4,CENPM,centromere protein M [Source:HGNC Symbol;Acc:HGNC:18352],10,null,null,9,0,0,0.5018915,0.15000000000000002,0.15000000000000002
O15392,BIRC5,baculoviral IAP repeat containing 5 [Source:HGNC Symbol;Acc:HGNC:593],10,8,11,55,24,41,1.8138750000000001,1.2915669999999997,1.5718119999999998
Q99618,CDCA3,cell division cycle associated 3 [Source:HGNC Symbol;Acc:HGNC:14624],10,null,11,37,0,19,1.2236945,0.15000000000000002,0.8362645000000001
Q96GD4,AURKB,aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390],10,8,11,38,15,29,1.2104430000000004,0.8480285000000001,1.1381420000000007
Q7L2K0,TEDC2,tubulin epsilon and delta complex 2 [Source:HGNC Symbol;Acc:HGNC:25849],10,null,null,5,0,0,0.4040565,0.15000000000000002,0.15000000000000002
Q6PML9,SLC30A9,solute carrier family 30 member 9 [Source:HGNC Symbol;Acc:HGNC:1329],3,9,4,3,3,1,0.4737819999999999,1.8492944999999994,0.23415000000000008
A0A0B4J1X5,IGHV3-74,immunoglobulin heavy variable 3-74 [Source:HGNC Symbol;Acc:HGNC:5624],11,8,12,88,42,67,1.2573374999999996,0.527672,1.2113694999999998
P0DOY3,IGLC3,immunoglobulin lambda constant 3 (Kern-Oz+ marker) [Source:HGNC Symbol;Acc:HGNC:5857],11,8,12,86,83,49,1.2281654999999998,0.9132660000000002,0.9297645
A0A0B4J1V1,IGHV3-21,immunoglobulin heavy variable 3-21 [Source:HGNC Symbol;Acc:HGNC:5586],11,8,12,85,118,76,1.2026655000000002,1.2616724999999998,1.3740169999999994
P01704,IGLV2-14,immunoglobulin lambda variable 2-14 [Source:HGNC Symbol;Acc:HGNC:5888],11,8,12,96,100,74,1.3822960000000004,1.0522495,1.3209345
P01619,IGKV3-20,immunoglobulin kappa variable 3-20 [Source:HGNC Symbol;Acc:HGNC:5817],11,8,12,101,111,84,1.476051,1.1839229999999998,1.5549735
P01715,IGLV3-1,immunoglobulin lambda variable 3-1 [Source:HGNC Symbol;Acc:HGNC:5896],11,8,12,75,104,64,1.0804950000000002,1.1051789999999997,1.1706545000000002
P01817,IGHV2-5,immunoglobulin heavy variable 2-5 [Source:HGNC Symbol;Acc:HGNC:5576],11,8,12,79,85,35,1.1235985,0.9278180000000001,0.7036644999999999
Q02223,TNFRSF17,TNF receptor superfamily member 17 [Source:HGNC Symbol;Acc:HGNC:11913],11,8,12,80,35,28,1.1893884999999997,0.4624175000000001,0.5995395
P01762,IGHV3-11,immunoglobulin heavy variable 3-11 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:5580],11,8,12,84,100,61,1.1851555,1.0623475000000002,1.1004615
A0A075B6I9,IGLV7-46,immunoglobulin lambda variable 7-46 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:5930],11,8,12,77,73,21,1.1404284999999998,0.8136034999999997,0.47844000000000003
P01706,IGLV2-11,immunoglobulin lambda variable 2-11 [Source:HGNC Symbol;Acc:HGNC:5887],11,8,12,92,112,81,1.3150779999999997,1.1908250000000002,1.4766714999999997
P01861,IGHG4,immunoglobulin heavy constant gamma 4 (G4m marker) [Source:HGNC Symbol;Acc:HGNC:5528],11,8,12,67,67,27,1.0347819999999999,0.7605465,0.5713195000000001
Q8WU39,MZB1,marginal zone B and B1 cell specific protein [Source:HGNC Symbol;Acc:HGNC:30125],11,8,12,91,97,62,1.3031355000000004,1.0223550000000001,1.1362889999999997
P06312,IGKV4-1,immunoglobulin kappa variable 4-1 [Source:HGNC Symbol;Acc:HGNC:5834],11,8,12,96,128,83,1.5123205000000002,1.3119584999999996,1.5205569999999997
A0A0B4J1V6,IGHV3-73,immunoglobulin heavy variable 3-73 [Source:HGNC Symbol;Acc:HGNC:5623],11,8,12,58,73,48,0.8651985,0.8153714999999999,0.8923559999999998
P01721,IGLV6-57,immunoglobulin lambda variable 6-57 [Source:HGNC Symbol;Acc:HGNC:5927],11,8,12,84,94,38,1.1994099999999996,1.0106674999999998,0.7386419999999999
A0A0B4J1V0,IGHV3-15,immunoglobulin heavy variable 3-15 [Source:HGNC Symbol;Acc:HGNC:5582],11,8,12,76,103,69,1.0814044999999999,1.1033175,1.2507584999999999
A0A0C4DH41,IGHV4-61,immunoglobulin heavy variable 4-61 [Source:HGNC Symbol;Acc:HGNC:5655],11,8,12,81,75,35,1.1453414999999996,0.8246195000000003,0.6889764999999998
P04432,IGKV1D-39,immunoglobulin kappa variable 1D-39 [Source:HGNC Symbol;Acc:HGNC:5756],11,null,null,64,0,0,0.9285575000000003,0.15000000000000002,0.15000000000000002
P01709,IGLV2-8,immunoglobulin lambda variable 2-8 [Source:HGNC Symbol;Acc:HGNC:5895],11,8,12,71,95,64,1.0145775,1.0220404999999997,1.1724565000000002
P23083,IGHV1-2,immunoglobulin heavy variable 1-2 [Source:HGNC Symbol;Acc:HGNC:5550],11,8,12,76,72,15,1.0734739999999998,0.800896,0.38322300000000004
A0A0B4J1U7,IGHV6-1,immunoglobulin heavy variable 6-1 [Source:HGNC Symbol;Acc:HGNC:5662],11,8,12,77,47,17,1.092344,0.5718634999999999,0.413602
P01701,IGLV1-51,immunoglobulin lambda variable 1-51 [Source:HGNC Symbol;Acc:HGNC:5882],11,8,12,97,103,80,1.4254589999999998,1.1212185,1.4676274999999999
P01871,IGHM,immunoglobulin heavy constant mu [Source:HGNC Symbol;Acc:HGNC:5541],11,8,12,46,54,25,0.753398,0.6408325000000001,0.554226
P01703,IGLV1-40,immunoglobulin lambda variable 1-40 [Source:HGNC Symbol;Acc:HGNC:5877],11,8,12,96,129,84,1.4046,1.3106494999999998,1.5479525
A0A0B4J2H0,IGHV1-69D,immunoglobulin heavy variable 1-69D [Source:HGNC Symbol;Acc:HGNC:49601],11,8,12,88,87,59,1.2663474999999995,0.9529694999999999,1.0983535
P01767,IGHV3-53,immunoglobulin heavy variable 3-53 [Source:HGNC Symbol;Acc:HGNC:5610],11,8,12,83,112,51,1.171241,1.1629280000000002,0.9403385
A0A087WSY6,IGKV3D-15,immunoglobulin kappa variable 3D-15 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:5824],11,8,12,75,30,44,1.0730065,0.4181325,0.8274244999999999
P01699,IGLV1-44,immunoglobulin lambda variable 1-44 [Source:HGNC Symbol;Acc:HGNC:5879],11,8,12,92,94,82,1.3216824999999999,0.9983169999999998,1.548862
Q96RD9,FCRL5,Fc receptor like 5 [Source:HGNC Symbol;Acc:HGNC:18508],11,8,12,90,123,61,1.2956214999999998,1.3712884999999997,1.116229
P04433,IGKV3-11,immunoglobulin kappa variable 3-11 [Source:HGNC Symbol;Acc:HGNC:5815],11,8,12,98,97,88,1.4426799999999997,1.0535414999999997,1.7836999999999998
P01601,IGKV1D-16,immunoglobulin kappa variable 1D-16 [Source:HGNC Symbol;Acc:HGNC:5748],11,8,12,72,93,11,1.0248114999999998,0.9980705,0.3214619999999999
A0A0C4DH72,IGKV1-6,immunoglobulin kappa variable 1-6 [Source:HGNC Symbol;Acc:HGNC:5742],11,8,12,87,104,77,1.223346,1.1040485000000002,1.3985225000000003
P01743,IGHV1-46,immunoglobulin heavy variable 1-46 [Source:HGNC Symbol;Acc:HGNC:5554],11,8,12,67,95,73,0.9694935,1.0222444999999998,1.3429409999999995
P01597,IGKV1-39,immunoglobulin kappa variable 1-39 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:5740],11,null,12,73,0,12,1.0378334999999999,0.15000000000000002,0.33874250000000006
P0DOY2,IGLC2,immunoglobulin lambda constant 2 [Source:HGNC Symbol;Acc:HGNC:5856],11,8,12,82,122,69,1.1711730000000007,1.2275705000000001,1.2764879999999996
A0A0C4DH67,IGKV1-8,immunoglobulin kappa variable 1-8 [Source:HGNC Symbol;Acc:HGNC:5743],11,8,12,87,98,58,1.2748305,1.051255,1.0493934999999999
P01859,IGHG2,immunoglobulin heavy constant gamma 2 (G2m marker) [Source:HGNC Symbol;Acc:HGNC:5526],11,8,12,90,102,69,1.2862715000000002,1.1103895000000001,1.2453439999999998
A0A0A0MS15,IGHV3-49,immunoglobulin heavy variable 3-49 [Source:HGNC Symbol;Acc:HGNC:5607],11,8,12,86,97,61,1.2172599999999996,1.0370090000000003,1.0987784999999999
P11912,CD79A,CD79a molecule [Source:HGNC Symbol;Acc:HGNC:1698],11,8,12,45,208,24,1.1182434999999997,1.895441,0.8673065000000001
A0A0C4DH38,IGHV5-51,immunoglobulin heavy variable 5-51 [Source:HGNC Symbol;Acc:HGNC:5659],11,8,12,94,127,76,1.361743,1.3008744999999997,1.3768729999999996
P01877,IGHA2,immunoglobulin heavy constant alpha 2 (A2m marker) [Source:HGNC Symbol;Acc:HGNC:5479],11,8,12,75,110,27,1.112693,1.1566889999999999,0.5738610000000001
