n.uniprot,n.name,n.description,n.match_community,n.normal_community,n.primary_community,n.match_degree,n.normal_degree,n.primary_degree,n.pagerank_match,n.pagerank_normal,n.pagerank_primary
P63173,RPL38,ribosomal protein L38 [Source:HGNC Symbol;Acc:HGNC:10349],3,0,1,70,140,58,1.6504455,1.8456055000000002,1.4891664999999998
P62847,RPS24,ribosomal protein S24 [Source:HGNC Symbol;Acc:HGNC:10411],3,0,1,33,143,44,0.8261069999999999,1.8467359999999993,1.0895645
P32969,RPL9,ribosomal protein L9 [Source:HGNC Symbol;Acc:HGNC:10369],3,0,1,46,54,28,1.1023825000000003,0.7742570000000001,0.7499130000000002
P0DPB5,POLR1D,RNA polymerase I and III subunit D [Source:HGNC Symbol;Acc:HGNC:20422],3,0,null,1,98,0,0.34906150000000014,1.3000245000000001,0.15000000000000002
P62701,RPS4X,ribosomal protein S4 X-linked [Source:HGNC Symbol;Acc:HGNC:10424],3,0,1,67,159,51,1.6562935,1.9812655,1.3531155
O43818,RRP9,"ribosomal RNA processing 9, U3 small nucleolar RNA binding protein [Source:HGNC Symbol;Acc:HGNC:16829]",1,0,null,7,66,0,0.770415,1.0895815,0.15000000000000002
P50914,RPL14,ribosomal protein L14 [Source:HGNC Symbol;Acc:HGNC:10305],3,0,1,63,138,54,1.468545500000001,1.7996714999999999,1.3264169999999995
P62910,RPL32,ribosomal protein L32 [Source:HGNC Symbol;Acc:HGNC:10336],3,0,1,71,184,65,1.6657795,2.328584000000001,1.6521964999999996
O15371,EIF3D,eukaryotic translation initiation factor 3 subunit D [Source:HGNC Symbol;Acc:HGNC:3278],3,0,null,10,61,0,0.5685910000000001,1.1444915,0.15000000000000002
P62304,SNRPE,small nuclear ribonucleoprotein polypeptide E [Source:HGNC Symbol;Acc:HGNC:11161],1,0,null,15,141,0,1.5055800000000001,1.8761885,0.15000000000000002
P61956,SUMO2,small ubiquitin like modifier 2 [Source:HGNC Symbol;Acc:HGNC:11125],2,0,null,2,83,0,0.9779085,1.0668355000000005,0.15000000000000002
P61927,RPL37,ribosomal protein L37 [Source:HGNC Symbol;Acc:HGNC:10347],3,0,1,63,128,60,1.4890985,1.6359700000000001,1.525283
P62937,PPIA,peptidylprolyl isomerase A [Source:HGNC Symbol;Acc:HGNC:9253],null,0,null,0,169,0,0.15000000000000002,2.0445395,0.15000000000000002
Q9H2P9,DPH5,diphthamide biosynthesis 5 [Source:HGNC Symbol;Acc:HGNC:24270],3,0,null,1,151,0,0.17227849999999997,1.9709124999999998,0.15000000000000002
P61353,RPL27,ribosomal protein L27 [Source:HGNC Symbol;Acc:HGNC:10328],3,0,1,72,129,42,1.7614130000000001,1.7777159999999996,1.0530654999999998
P26373,RPL13,ribosomal protein L13 [Source:HGNC Symbol;Acc:HGNC:10303],3,0,1,40,131,3,0.981045,1.8752620000000002,0.21911350000000004
P62241,RPS8,ribosomal protein S8 [Source:HGNC Symbol;Acc:HGNC:10441],3,0,1,72,165,65,1.7246675000000007,2.0524615,1.6674965000000002
P62244,RPS15A,ribosomal protein S15a [Source:HGNC Symbol;Acc:HGNC:10389],3,0,1,40,135,30,1.2490499999999995,1.8074065000000001,0.8402765000000001
P62316,SNRPD2,small nuclear ribonucleoprotein D2 polypeptide [Source:HGNC Symbol;Acc:HGNC:11159],1,0,1,35,223,30,1.6849045000000002,2.8149455000000003,1.1096074999999994
P62263,RPS14,ribosomal protein S14 [Source:HGNC Symbol;Acc:HGNC:10387],3,0,1,67,124,51,1.5757135,1.618647,1.2536144999999999
P39023,RPL3,ribosomal protein L3 [Source:HGNC Symbol;Acc:HGNC:10332],3,0,1,62,146,29,1.4548094999999996,1.90049,0.8161705
Q8N0T1,RBIS,ribosomal biogenesis factor [Source:HGNC Symbol;Acc:HGNC:32235],1,0,1,4,74,2,0.46011399999999997,1.0788204999999997,0.29223050000000006
P63244,RACK1,receptor for activated C kinase 1 [Source:HGNC Symbol;Acc:HGNC:4399],3,0,1,57,159,30,1.4010214999999995,2.3064245,0.8306375
P62072,TIMM10,translocase of inner mitochondrial membrane 10 [Source:HGNC Symbol;Acc:HGNC:11814],null,0,null,0,33,0,0.15000000000000002,0.5118790000000001,0.15000000000000002
P35268,RPL22,ribosomal protein L22 [Source:HGNC Symbol;Acc:HGNC:10315],3,0,1,39,96,2,1.287725,1.279837,0.22240300000000002
P08708,RPS17,ribosomal protein S17 [Source:HGNC Symbol;Acc:HGNC:10397],3,0,1,75,136,60,1.7825439999999997,1.7385139999999992,1.4981680000000002
P63220,RPS21,ribosomal protein S21 [Source:HGNC Symbol;Acc:HGNC:10409],3,0,1,69,139,54,1.8372414999999997,1.7888509999999997,1.4105415
Q9UBK9,UXT,ubiquitously expressed prefoldin like chaperone [Source:HGNC Symbol;Acc:HGNC:12641],1,0,0,63,157,12,1.3548835000000001,2.0515434999999997,0.37860750000000004
P61513,RPL37A,ribosomal protein L37a [Source:HGNC Symbol;Acc:HGNC:10348],3,0,1,72,170,57,1.7034090000000002,2.2120489999999995,1.4112129999999996
Q86WQ0,NR2C2AP,nuclear receptor 2C2 associated protein [Source:HGNC Symbol;Acc:HGNC:30763],1,0,null,17,125,0,1.264163,1.824381,0.15000000000000002
P05386,RPLP1,ribosomal protein lateral stalk subunit P1 [Source:HGNC Symbol;Acc:HGNC:10372],3,0,1,56,105,31,1.3281339999999997,1.4005539999999999,0.8334255000000002
P62314,SNRPD1,small nuclear ribonucleoprotein D1 polypeptide [Source:HGNC Symbol;Acc:HGNC:11158],1,0,null,4,107,0,0.431469,1.5374804999999998,0.15000000000000002
A8MUP2,CSKMT,citrate synthase lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:33113],null,0,null,0,64,0,0.15000000000000002,0.8737579999999999,0.15000000000000002
P25398,RPS12,ribosomal protein S12 [Source:HGNC Symbol;Acc:HGNC:10385],3,0,1,7,25,1,0.424992,0.5959525000000001,0.19119950000000005
P62899,RPL31,ribosomal protein L31 [Source:HGNC Symbol;Acc:HGNC:10334],3,0,1,62,134,62,1.5649779999999998,1.7141869999999997,1.547502
P49773,HINT1,histidine triad nucleotide binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4912],null,0,null,0,197,0,0.15000000000000002,2.3853554999999997,0.15000000000000002
Q9UK45,LSM7,"LSM7 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:20470]",1,0,2,27,132,30,1.1547935,2.096891,1.5241525000000005
P62841,RPS15,ribosomal protein S15 [Source:HGNC Symbol;Acc:HGNC:10388],3,0,1,25,122,41,0.7752770000000001,1.9572190000000003,1.2473670000000001
P20290,BTF3,basic transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:1125],3,0,null,9,63,0,0.7220329999999999,0.9308269999999998,0.15000000000000002
O15372,EIF3H,eukaryotic translation initiation factor 3 subunit H [Source:HGNC Symbol;Acc:HGNC:3273],3,0,null,2,59,0,0.2979935,0.8585344999999999,0.15000000000000002
Q9Y3B4,SF3B6,splicing factor 3b subunit 6 [Source:HGNC Symbol;Acc:HGNC:30096],1,0,null,23,194,0,2.2848005,2.4888174999999997,0.15000000000000002
Q9Y333,LSM2,"LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:13940]",1,0,null,4,116,0,0.6436885,1.5832445,0.15000000000000002
P62266,RPS23,ribosomal protein S23 [Source:HGNC Symbol;Acc:HGNC:10410],3,0,1,23,93,7,0.6514660000000001,1.211871,0.30692699999999984
Q13765,NACA,nascent polypeptide associated complex subunit alpha [Source:HGNC Symbol;Acc:HGNC:7629],3,0,1,56,134,29,1.4043534999999998,1.7054405000000001,0.7856980000000001
P14678,SNRPB,small nuclear ribonucleoprotein polypeptides B and B1 [Source:HGNC Symbol;Acc:HGNC:11153],null,0,null,0,207,0,0.15000000000000002,2.6277075,0.15000000000000002
P60866,RPS20,ribosomal protein S20 [Source:HGNC Symbol;Acc:HGNC:10405],3,0,1,31,148,19,0.7775295,1.9105965,0.6172535000000001
P43487,RANBP1,RAN binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9847],1,0,null,10,76,0,1.267801,1.0136764999999999,0.15000000000000002
P30050,RPL12,ribosomal protein L12 [Source:HGNC Symbol;Acc:HGNC:10302],3,0,1,56,134,50,1.304062,1.6832554999999996,1.2336734999999996
P42766,RPL35,ribosomal protein L35 [Source:HGNC Symbol;Acc:HGNC:10344],3,0,1,75,197,44,1.9507505,2.5294304999999992,1.1366970000000003
O43447,PPIH,peptidylprolyl isomerase H [Source:HGNC Symbol;Acc:HGNC:14651],1,0,null,4,115,0,0.38046050000000015,1.5421214999999997,0.15000000000000002
P27635,RPL10,ribosomal protein L10 [Source:HGNC Symbol;Acc:HGNC:10298],3,0,1,11,65,7,0.37766400000000006,0.9253529999999998,0.32255849999999997
P62277,RPS13,ribosomal protein S13 [Source:HGNC Symbol;Acc:HGNC:10386],3,0,1,68,147,50,1.9538784999999999,1.8770470000000001,1.3023194999999996
Q9Y3U8,RPL36,ribosomal protein L36 [Source:HGNC Symbol;Acc:HGNC:13631],3,0,1,68,181,51,1.626297,2.385228,1.2671465000000002
P46776,RPL27A,ribosomal protein L27a [Source:HGNC Symbol;Acc:HGNC:10329],3,0,1,71,146,59,1.7019895,1.8454610000000002,1.4553959999999997
P46777,RPL5,ribosomal protein L5 [Source:HGNC Symbol;Acc:HGNC:10360],3,0,1,57,132,9,1.4074729999999995,1.7026355000000002,0.4194500000000001
Q07020,RPL18,ribosomal protein L18 [Source:HGNC Symbol;Acc:HGNC:10310],3,0,1,66,202,47,1.6270704999999999,2.6843345,1.244749
P62829,RPL23,ribosomal protein L23 [Source:HGNC Symbol;Acc:HGNC:10316],3,0,1,77,178,56,1.893673,2.1899575000000007,1.5039735000000003
P46781,RPS9,ribosomal protein S9 [Source:HGNC Symbol;Acc:HGNC:10442],3,0,1,65,129,49,1.5113090000000007,1.6868425,1.4131595000000003
P62917,RPL8,ribosomal protein L8 [Source:HGNC Symbol;Acc:HGNC:10368],3,0,1,9,153,5,0.3352915000000001,1.9913805,0.4264115
O75607,NPM3,nucleophosmin/nucleoplasmin 3 [Source:HGNC Symbol;Acc:HGNC:7931],3,0,null,56,135,0,1.378216,1.8726865,0.15000000000000002
Q6P1L8,MRPL14,mitochondrial ribosomal protein L14 [Source:HGNC Symbol;Acc:HGNC:14279],1,0,null,2,89,0,0.26194500000000004,1.2648685000000004,0.15000000000000002
P62913,RPL11,ribosomal protein L11 [Source:HGNC Symbol;Acc:HGNC:10301],3,0,1,59,123,54,1.409292,1.5844089999999997,1.3487635
Q6P5R6,RPL22L1,ribosomal protein L22 like 1 [Source:HGNC Symbol;Acc:HGNC:27610],null,0,null,0,94,0,0.15000000000000002,1.2453100000000001,0.15000000000000002
Q9NS69,TOMM22,translocase of outer mitochondrial membrane 22 [Source:HGNC Symbol;Acc:HGNC:18002],1,0,null,12,148,0,0.959812,1.8779819999999996,0.15000000000000002
P62851,RPS25,ribosomal protein S25 [Source:HGNC Symbol;Acc:HGNC:10413],3,0,1,70,117,40,1.7747155000000003,1.4979129999999998,1.0113814999999997
P40429,RPL13A,ribosomal protein L13a [Source:HGNC Symbol;Acc:HGNC:10304],3,0,1,70,205,59,1.6526385000000001,2.6048170000000006,1.4853925
Q02543,RPL18A,ribosomal protein L18a [Source:HGNC Symbol;Acc:HGNC:10311],3,0,1,73,119,57,1.8177510000000001,1.590036,1.428281
P62857,RPS28,ribosomal protein S28 [Source:HGNC Symbol;Acc:HGNC:10418],3,0,1,22,70,28,0.6004404999999999,0.9732079999999999,0.8069139999999999
P83881,RPL36A,ribosomal protein L36a [Source:HGNC Symbol;Acc:HGNC:10359],3,0,1,67,94,55,1.6268834999999997,1.3174409999999999,1.3578159999999992
Q7L2H7,EIF3M,eukaryotic translation initiation factor 3 subunit M [Source:HGNC Symbol;Acc:HGNC:24460],3,0,null,22,100,0,0.9823115,1.3336335,0.15000000000000002
P62081,RPS7,ribosomal protein S7 [Source:HGNC Symbol;Acc:HGNC:10440],3,0,1,66,151,37,1.6337599999999999,1.9787409999999999,0.9727745
P22090,RPS4Y1,ribosomal protein S4 Y-linked 1 [Source:HGNC Symbol;Acc:HGNC:10425],3,0,null,18,114,0,0.5157465,1.415106,0.15000000000000002
Q9Y2S6,TMA7,translation machinery associated 7 homolog [Source:HGNC Symbol;Acc:HGNC:26932],1,0,0,20,110,16,0.9306400000000001,1.4413624999999999,0.6022935
P62269,RPS18,ribosomal protein S18 [Source:HGNC Symbol;Acc:HGNC:10401],3,0,1,64,100,41,1.6873269999999996,1.2741675000000001,1.0334984999999999
Q9Y291,MRPS33,mitochondrial ribosomal protein S33 [Source:HGNC Symbol;Acc:HGNC:16634],null,0,null,0,152,0,0.15000000000000002,1.8780925,0.15000000000000002
P49207,RPL34,ribosomal protein L34 [Source:HGNC Symbol;Acc:HGNC:10340],3,0,1,71,125,58,1.6777475000000004,1.6067639999999999,1.4234444999999998
O76021,RSL1D1,ribosomal L1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24534],3,0,null,6,45,0,0.8156945,0.7878485000000001,0.15000000000000002
P22087,FBL,fibrillarin [Source:HGNC Symbol;Acc:HGNC:3599],3,0,1,56,89,21,1.3816754999999998,1.4556765000000007,0.6028034999999998
P46779,RPL28,ribosomal protein L28 [Source:HGNC Symbol;Acc:HGNC:10330],3,0,1,48,116,40,1.2021895,1.7490370000000002,1.0677279999999998
Q9BRA2,TXNDC17,thioredoxin domain containing 17 [Source:HGNC Symbol;Acc:HGNC:28218],1,0,null,1,183,0,0.34853449999999997,2.3866305,0.15000000000000002
P84098,RPL19,ribosomal protein L19 [Source:HGNC Symbol;Acc:HGNC:10312],3,0,1,77,63,54,1.9879380000000002,1.0901000000000003,1.323068
Q9P1U0,ZNRD1,zinc ribbon domain containing 1 [Source:HGNC Symbol;Acc:HGNC:13182],1,0,null,2,89,0,0.32403750000000003,1.205564,0.15000000000000002
P46783,RPS10,ribosomal protein S10 [Source:HGNC Symbol;Acc:HGNC:10383],3,0,1,17,128,14,0.49915450000000017,1.6188510000000003,0.455388
Q9Y5J7,TIMM9,translocase of inner mitochondrial membrane 9 [Source:HGNC Symbol;Acc:HGNC:11819],3,0,null,10,154,0,0.4439215,2.078309999999999,0.15000000000000002
Q9BYG3,NIFK,nucleolar protein interacting with the FHA domain of MKI67 [Source:HGNC Symbol;Acc:HGNC:17838],null,0,null,0,44,0,0.15000000000000002,0.7318505000000001,0.15000000000000002
P18124,RPL7,ribosomal protein L7 [Source:HGNC Symbol;Acc:HGNC:10363],3,0,1,13,105,7,0.7548259999999998,1.380426,0.41627099999999984
P62280,RPS11,ribosomal protein S11 [Source:HGNC Symbol;Acc:HGNC:10384],3,0,1,75,177,62,1.8386524999999996,2.213018,1.5390614999999996
P61254,RPL26,ribosomal protein L26 [Source:HGNC Symbol;Acc:HGNC:10327],3,0,1,18,121,1,0.6618784999999998,1.5350409999999997,0.17263550000000003
P52657,GTF2A2,general transcription factor IIA subunit 2 [Source:HGNC Symbol;Acc:HGNC:4647],1,0,null,1,130,0,0.25585900000000006,1.7935599999999998,0.15000000000000002
P13693,TPT1,"tumor protein, translationally-controlled 1 [Source:HGNC Symbol;Acc:HGNC:12022]",4,0,null,1,68,0,0.9667224999999998,0.9353234999999999,0.15000000000000002
P39019,RPS19,ribosomal protein S19 [Source:HGNC Symbol;Acc:HGNC:10402],3,0,1,66,133,52,1.5617480000000004,1.7854424999999996,1.304657
P18621,RPL17,ribosomal protein L17 [Source:HGNC Symbol;Acc:HGNC:10307],null,0,null,0,19,0,0.15000000000000002,0.38318900000000006,0.15000000000000002
P08865,RPSA,ribosomal protein SA [Source:HGNC Symbol;Acc:HGNC:6502],3,0,1,55,129,49,1.2977549999999993,1.6125695000000002,1.2075529999999999
Q9NX24,NHP2,NHP2 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:14377],null,0,null,0,140,0,0.15000000000000002,1.7778944999999997,0.15000000000000002
P18077,RPL35A,ribosomal protein L35a [Source:HGNC Symbol;Acc:HGNC:10345],3,0,1,14,184,44,0.441244,2.3139725,1.0959140000000003
P36578,RPL4,ribosomal protein L4 [Source:HGNC Symbol;Acc:HGNC:10353],3,0,1,56,98,37,1.3111169999999999,1.3719175000000001,0.9751544999999999
P23396,RPS3,ribosomal protein S3 [Source:HGNC Symbol;Acc:HGNC:10420],3,0,1,63,133,61,1.6141845,1.8074829999999997,1.5915659999999994
P62888,RPL30,ribosomal protein L30 [Source:HGNC Symbol;Acc:HGNC:10333],3,0,1,3,127,2,0.34974150000000015,1.6197519999999999,0.27580850000000007
Q02878,AC004086.1,ribosomal protein L6 [Source:NCBI gene;Acc:6128],3,0,1,66,111,46,1.7093419999999997,1.4185145,1.1791544999999999
Q06055,ATP5MC2,ATP synthase membrane subunit c locus 2 [Source:HGNC Symbol;Acc:HGNC:842],3,0,1,63,271,1,1.6130284999999998,3.5263614999999997,0.17249100000000003
P78318,IGBP1,immunoglobulin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:5461],null,0,null,0,90,0,0.15000000000000002,1.2302905000000002,0.15000000000000002
P61247,RPS3A,ribosomal protein S3A [Source:HGNC Symbol;Acc:HGNC:10421],3,0,1,32,82,16,1.1276954999999997,1.218484,0.6248440000000001
P62906,RPL10A,ribosomal protein L10a [Source:HGNC Symbol;Acc:HGNC:10299],3,0,1,9,95,12,0.46916650000000015,1.263789,0.5844605
P47914,RPL29,ribosomal protein L29 [Source:HGNC Symbol;Acc:HGNC:10331],3,0,1,59,174,47,1.557124,2.268318999999999,1.1703059999999998
P35250,RFC2,replication factor C subunit 2 [Source:HGNC Symbol;Acc:HGNC:9970],null,0,null,0,16,0,0.15000000000000002,0.4147665000000001,0.15000000000000002
Q9NZ43,USE1,unconventional SNARE in the ER 1 [Source:HGNC Symbol;Acc:HGNC:30882],3,0,null,8,112,0,0.3792959999999999,1.5096429999999998,0.15000000000000002
P62249,RPS16,ribosomal protein S16 [Source:HGNC Symbol;Acc:HGNC:10396],3,0,1,63,141,49,1.5635755,1.8424010000000004,1.2272645000000002
P15880,RPS2,ribosomal protein S2 [Source:HGNC Symbol;Acc:HGNC:10404],3,0,1,64,120,44,1.5210585,1.9195384999999998,1.102051
P62306,SNRPF,small nuclear ribonucleoprotein polypeptide F [Source:HGNC Symbol;Acc:HGNC:11162],1,0,1,17,143,4,1.391629,1.87176,0.3762870000000001
P42677,RPS27,ribosomal protein S27 [Source:HGNC Symbol;Acc:HGNC:10416],3,0,1,15,16,2,0.6028120000000001,0.4407764999999999,0.47716499999999995
P62753,RPS6,ribosomal protein S6 [Source:HGNC Symbol;Acc:HGNC:10429],3,0,1,64,159,52,1.4971310000000002,2.0705664999999995,1.3164889999999998
P41223,BUD31,BUD31 homolog [Source:HGNC Symbol;Acc:HGNC:29629],1,0,3,11,273,1,1.3209684999999998,3.2659215000000006,0.9667224999999998
P83731,RPL24,ribosomal protein L24 [Source:HGNC Symbol;Acc:HGNC:10325],3,0,1,60,193,63,1.5122780000000002,2.4363384999999997,1.6825500000000004
Q9UKD2,MRTO4,"MRT4 homolog, ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:18477]",1,0,null,3,143,0,0.690379,1.8147165000000005,0.15000000000000002
P05388,RPLP0,ribosomal protein lateral stalk subunit P0 [Source:HGNC Symbol;Acc:HGNC:10371],3,0,1,59,140,22,1.5608045000000002,1.8470335000000002,0.6293150000000001
P46782,RPS5,ribosomal protein S5 [Source:HGNC Symbol;Acc:HGNC:10426],3,0,1,48,135,19,1.1493195,1.7237919999999998,0.5869339999999998
P62273,RPS29,ribosomal protein S29 [Source:HGNC Symbol;Acc:HGNC:10419],3,0,1,30,93,33,1.025177,1.2533850000000004,1.0827304999999998
P84085,ARF5,ADP ribosylation factor 5 [Source:HGNC Symbol;Acc:HGNC:658],1,0,null,3,326,0,0.34228699999999995,4.2425799999999985,0.15000000000000002
P35544,FAU,FAU ubiquitin like and ribosomal protein S30 fusion [Source:HGNC Symbol;Acc:HGNC:3597],3,0,1,59,158,58,1.693192,2.0537875,1.5649185000000003
P62891,RPL39,ribosomal protein L39 [Source:HGNC Symbol;Acc:HGNC:10350],3,0,1,72,117,51,1.7001535,1.4915720000000001,1.2625565
Q4VC31,CCDC58,coiled-coil domain containing 58 [Source:HGNC Symbol;Acc:HGNC:31136],null,0,null,0,62,0,0.15000000000000002,0.8795464999999999,0.15000000000000002
P61313,RPL15,ribosomal protein L15 [Source:HGNC Symbol;Acc:HGNC:10306],3,0,1,59,165,9,1.5322274999999999,2.3040274999999997,0.3473190000000001
P62424,RPL7A,ribosomal protein L7a [Source:HGNC Symbol;Acc:HGNC:10364],3,0,1,58,177,45,1.3717815000000002,2.25103,1.1197735000000002
Q8IVP5,FUNDC1,FUN14 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28746],null,0,null,0,33,0,0.15000000000000002,0.7566534999999999,0.15000000000000002
P62987,UBA52,ubiquitin A-52 residue ribosomal protein fusion product 1 [Source:HGNC Symbol;Acc:HGNC:12458],3,0,1,57,157,45,1.3683049999999999,1.9857109999999996,1.1562724999999998
P62979,RPS27A,ribosomal protein S27a [Source:HGNC Symbol;Acc:HGNC:10417],3,0,1,51,107,45,1.4473805000000002,1.3842424999999998,1.1624094999999999
O75787,ATP6AP2,ATPase H+ transporting accessory protein 2 [Source:HGNC Symbol;Acc:HGNC:18305],null,4,null,0,113,0,0.15000000000000002,1.0122229999999999,0.15000000000000002
Q6TCH7,PAQR3,progestin and adipoQ receptor family member 3 [Source:HGNC Symbol;Acc:HGNC:30130],null,4,null,0,124,0,0.15000000000000002,1.2080205000000002,0.15000000000000002
Q9UBQ6,EXTL2,exostosin like glycosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:3516],5,4,null,1,50,0,0.9667224999999998,0.5552205000000001,0.15000000000000002
Q8N755,PQLC3,PQ loop repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:28503],null,4,null,0,131,0,0.15000000000000002,1.1653675000000001,0.15000000000000002
Q6PI47,KCTD18,potassium channel tetramerization domain containing 18 [Source:HGNC Symbol;Acc:HGNC:26446],null,4,null,0,257,0,0.15000000000000002,2.0282280000000004,0.15000000000000002
Q9P2J3,KLHL9,kelch like family member 9 [Source:HGNC Symbol;Acc:HGNC:18732],0,4,0,18,557,31,0.42663249999999997,4.1414555,0.717375
Q32P41,TRMT5,tRNA methyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:23141],0,4,null,2,115,0,0.1737405,1.0258740000000002,0.15000000000000002
Q5PSV4,BRMS1L,BRMS1 like transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:20512],null,4,null,0,427,0,0.15000000000000002,3.309288499999999,0.15000000000000002
Q01459,CTBS,chitobiase [Source:HGNC Symbol;Acc:HGNC:2496],null,1,null,0,191,0,0.15000000000000002,1.7973084999999998,0.15000000000000002
Q9Y366,IFT52,intraflagellar transport 52 [Source:HGNC Symbol;Acc:HGNC:15901],2,4,null,1,117,0,0.48488300000000006,1.4752945,0.15000000000000002
P63208,SKP1,S-phase kinase associated protein 1 [Source:HGNC Symbol;Acc:HGNC:10899],null,4,null,0,87,0,0.15000000000000002,1.034119,0.15000000000000002
P41236,PPP1R2,protein phosphatase 1 regulatory inhibitor subunit 2 [Source:HGNC Symbol;Acc:HGNC:9288],null,4,null,0,76,0,0.15000000000000002,0.7704999999999999,0.15000000000000002
Q96A73,KIAA1191,KIAA1191 [Source:HGNC Symbol;Acc:HGNC:29209],null,4,null,0,95,0,0.15000000000000002,1.0604689999999999,0.15000000000000002
Q969Q6,PPP2R3C,protein phosphatase 2 regulatory subunit B''gamma [Source:HGNC Symbol;Acc:HGNC:17485],null,4,null,0,223,0,0.15000000000000002,1.8360854999999996,0.15000000000000002
Q92643,PIGK,phosphatidylinositol glycan anchor biosynthesis class K [Source:HGNC Symbol;Acc:HGNC:8965],null,4,null,0,37,0,0.15000000000000002,0.4310185,0.15000000000000002
Q96AG3,SLC25A46,solute carrier family 25 member 46 [Source:HGNC Symbol;Acc:HGNC:25198],2,4,4,2,374,3,0.8466090000000001,2.8807949999999996,0.5410680000000001
Q9NU23,LYRM2,LYR motif containing 2 [Source:HGNC Symbol;Acc:HGNC:25229],2,4,null,5,205,0,0.8508759999999999,1.6344484999999997,0.15000000000000002
P35998,PSMC2,"proteasome 26S subunit, ATPase 2 [Source:HGNC Symbol;Acc:HGNC:9548]",null,4,null,0,142,0,0.15000000000000002,1.4300659999999998,0.15000000000000002
Q9UFF9,CNOT8,CCR4-NOT transcription complex subunit 8 [Source:HGNC Symbol;Acc:HGNC:9207],null,4,null,0,218,0,0.15000000000000002,1.9362495,0.15000000000000002
Q8WXF7,ATL1,atlastin GTPase 1 [Source:HGNC Symbol;Acc:HGNC:11231],null,4,null,0,59,0,0.15000000000000002,0.9205929999999998,0.15000000000000002
Q9BTE1,DCTN5,dynactin subunit 5 [Source:HGNC Symbol;Acc:HGNC:24594],null,4,null,0,87,0,0.15000000000000002,0.7944019999999999,0.15000000000000002
Q99627,COPS8,COP9 signalosome subunit 8 [Source:HGNC Symbol;Acc:HGNC:24335],null,4,null,0,102,0,0.15000000000000002,1.4168229999999995,0.15000000000000002
Q15836,VAMP3,vesicle associated membrane protein 3 [Source:HGNC Symbol;Acc:HGNC:12644],6,4,null,2,243,0,0.19306949999999998,2.0104799999999994,0.15000000000000002
P40692,MLH1,mutL homolog 1 [Source:HGNC Symbol;Acc:HGNC:7127],null,4,null,0,168,0,0.15000000000000002,1.4332704999999997,0.15000000000000002
